Trend,Rise_0,Body_i_0,h_Wick_i_0,l_Wick_i_0,Rise_1,Open_1,High_1,Low_1,Close_1,Body_1,h_Wick_1,l_Wick_1,h_Wick_i_1,l_Wick_i_1,Rise_2,Open_2,High_2,Low_2,Close_2,Body_2,h_Wick_2,l_Wick_2,h_Wick_i_2,l_Wick_i_2,Label,LabelConf
0,0,1.1899999999999975,0.1299999999999954,0.0600000000000022,1,0.9816272965879264,0.995386873558398,0.9907446808510638,1.0073357431426748,1.050420168067229,1.4615384615384952,6.166666666666509,0.1519999999999982,0.2960000000000036,0,1.0106951871657754,1.002633242047609,1.0086975195962633,0.992084432717678,0.4,3.631578947368452,0.1621621621621663,1.3799999999999957,0.1200000000000045,2.0,1.0
1,1,1.25,0.1899999999999977,0.3700000000000045,0,1.0106951871657754,1.002633242047609,1.0086975195962633,0.992084432717678,0.4,3.631578947368452,0.1621621621621663,1.3799999999999957,0.1200000000000045,1,0.9973544973544972,1.0065132892110515,0.9986161379604004,1.0179787234042552,2.8799999999999955,0.173913043478268,7.333333333333018,0.0833333333333366,0.3055555555555544,0.0,1.0
0,0,0.5,0.6899999999999977,0.0600000000000022,1,0.9973544973544972,1.0065132892110515,0.9986161379604004,1.0179787234042552,2.8799999999999955,0.173913043478268,7.333333333333018,0.0833333333333366,0.3055555555555544,1,1.0106100795755968,1.0268239223463105,1.0147105852254557,1.0182882223847842,1.520833333333334,7.833333333333018,0.1363636363636422,0.4292237442922368,0.0273972602739736,2.0,1.0
1,1,1.4399999999999975,0.1200000000000045,0.4399999999999977,1,1.0106100795755968,1.0268239223463105,1.0147105852254557,1.0182882223847842,1.520833333333334,7.833333333333018,0.1363636363636422,0.4292237442922368,0.0273972602739736,1,1.0236220472440944,1.028664362675341,1.0242672549637568,1.0375615763546795,1.6438356164383552,0.1063829787234135,0.0,0.0277777777777801,0.0,0.0,1.0
1,1,2.1899999999999977,0.9399999999999976,0.0600000000000022,1,1.0236220472440944,1.028664362675341,1.0242672549637568,1.0375615763546795,1.6438356164383552,0.1063829787234135,0.0,0.0277777777777801,0.0,1,1.0256410256410255,1.0108695652173914,1.0256410256410255,1.0039564787339268,0.4166666666666673,7.9999999999992895,5.0,0.5333333333333314,0.0,0.0,1.0
1,1,3.5999999999999943,0.1000000000000085,0.0,1,1.0256410256410255,1.0108695652173914,1.0256410256410255,1.0039564787339268,0.4166666666666673,7.9999999999992895,5.0,0.5333333333333314,0.0,1,1.016,1.010752688172043,1.013,1.012807881773399,0.8000000000000019,0.7500000000000133,5.0,0.5000000000000059,0.249999999999997,3.0,1.0
1,1,1.5,0.7999999999999972,0.0,1,1.016,1.010752688172043,1.013,1.012807881773399,0.8000000000000019,0.7500000000000133,5.0,0.5000000000000059,0.249999999999997,0,1.0127952755905514,0.997098646034816,1.005923000987167,0.995136186770428,0.5000000000000059,0.3333333333333096,1.3333333333333175,0.3333333333333096,0.666666666666643,3.0,1.0
1,1,1.2000000000000028,0.6000000000000085,0.2999999999999971,0,1.0127952755905514,0.997098646034816,1.005923000987167,0.995136186770428,0.5000000000000059,0.3333333333333096,1.3333333333333175,0.3333333333333096,0.666666666666643,0,0.97667638483965,0.9786614936954414,0.9709519136408242,0.9671554252199414,2.599999999999967,2.000000000000142,0.0,0.2564102564102596,0.0,3.0,1.0
1,0,0.6000000000000085,0.1999999999999886,0.3999999999999915,0,0.97667638483965,0.9786614936954414,0.9709519136408242,0.9671554252199414,2.599999999999967,2.000000000000142,0.0,0.2564102564102596,0.0,0,0.9819900497512436,0.9780971258671952,0.9741257327673336,0.977865372953305,1.2435897435897405,0.0,5.0,0.0,0.1907216494845386,3.0,1.0
1,0,1.5600000000000025,0.4000000000000057,0.0,0,0.9819900497512436,0.9780971258671952,0.9741257327673336,0.977865372953305,1.2435897435897405,0.0,5.0,0.0,0.1907216494845386,0,0.9778093018542912,0.9968588509474112,0.9960572732932144,0.9928682170542636,0.2268041237113393,5.0,0.1621621621621663,4.272727272727284,0.1363636363636422,3.0,1.0
1,0,1.9399999999999973,0.0,0.3700000000000045,0,0.9778093018542912,0.9968588509474112,0.9960572732932144,0.9928682170542636,0.2268041237113393,5.0,0.1621621621621663,4.272727272727284,0.1363636363636422,0,0.995440414507772,0.976417971132344,0.9941666666666666,0.9941703102227774,1.2727272727272845,0.0,1.0,0.0,0.1071428571428607,3.0,1.0
0,0,0.4399999999999977,1.879999999999996,0.0600000000000022,0,0.995440414507772,0.976417971132344,0.9941666666666666,0.9941703102227774,1.2727272727272845,0.0,1.0,0.0,0.1071428571428607,1,0.9811576098271914,0.988965230064543,0.9764249790444258,0.9941361256544502,1.232142857142848,5.0,17.666666666666035,0.086956521739134,1.5362318840579794,1.0,1.0
0,0,0.5600000000000023,0.0,0.0600000000000022,1,0.9811576098271914,0.988965230064543,0.9764249790444258,0.9941361256544502,1.232142857142848,5.0,17.666666666666035,0.086956521739134,1.5362318840579794,1,1.0040318302387268,1.0085263157894735,1.006653074364202,1.0065304402780704,1.3478260869565362,4.166666666666509,0.7735849056603693,0.2688172043010733,0.8817204301075131,1.0,1.0
0,1,0.6899999999999977,0.0600000000000022,1.0600000000000025,1,1.0040318302387268,1.0085263157894735,1.006653074364202,1.0065304402780704,1.3478260869565362,4.166666666666509,0.7735849056603693,0.2688172043010733,0.8817204301075131,0,1.000634048399028,0.9941550986327106,0.997335038908432,0.9882796149016324,0.2688172043010733,2.240000000000009,1.0731707317073205,2.240000000000009,3.519999999999982,1.0,1.0
