Trend,Rise_0,Body_i_0,h_Wick_i_0,l_Wick_i_0,Rise_1,Open_1,High_1,Low_1,Close_1,Body_1,h_Wick_1,l_Wick_1,h_Wick_i_1,l_Wick_i_1,Rise_2,Open_2,High_2,Low_2,Close_2,Body_2,h_Wick_2,l_Wick_2,h_Wick_i_2,l_Wick_i_2,Label,LabelConf
1,1,0.4500000000000002,0.0,0.0,0,1.0719424460431657,1.0067567567567568,1.014388489208633,0.9932432432432432,0.2222222222222233,5.0,5.0,0.0,2.9999999999999822,0,0.9261744966442952,0.953020134228188,0.9361702127659576,0.8979591836734694,2.999999999999991,5.0,0.0,0.6666666666666627,0.0,3.0,1.0
1,0,0.1000000000000005,0.0,0.2999999999999998,0,0.9261744966442952,0.953020134228188,0.9361702127659576,0.8979591836734694,2.999999999999991,5.0,0.0,0.6666666666666627,0.0,1,0.9710144927536232,0.9929577464788732,1.0151515151515151,1.0454545454545456,0.6666666666666656,0.75,5.0,0.7499999999999967,0.0,3.0,1.0
1,0,0.3000000000000007,0.1999999999999993,0.0,1,0.9710144927536232,0.9929577464788732,1.0151515151515151,1.0454545454545456,0.6666666666666656,0.75,5.0,0.7499999999999967,0.0,0,1.0522388059701493,1.0,1.037313432835821,1.0072463768115942,0.4999999999999978,0.0,5.0,0.0,0.0,3.0,1.0
0,1,0.2000000000000001,0.1499999999999994,0.0,0,1.0522388059701493,1.0,1.037313432835821,1.0072463768115942,0.4999999999999978,0.0,5.0,0.0,0.0,0,0.9787234042553192,0.9929078014184396,0.9424460431654677,0.9424460431654677,3.5000000000000178,5.0,5.0,0.2857142857142842,0.0,1.0,1.0
1,0,0.0999999999999996,0.0,0.0,0,0.9787234042553192,0.9929078014184396,0.9424460431654677,0.9424460431654677,3.5000000000000178,5.0,5.0,0.2857142857142842,0.0,0,0.934782608695652,0.9214285714285716,0.9465648854961832,0.9618320610687024,0.4285714285714289,0.0,5.0,0.0,0.6666666666666627,3.0,1.0
0,0,0.3500000000000005,0.0999999999999996,0.0,0,0.934782608695652,0.9214285714285716,0.9465648854961832,0.9618320610687024,0.4285714285714289,0.0,5.0,0.0,0.6666666666666627,1,0.9612403100775194,1.0155038759689925,0.9919354838709676,1.015873015873016,1.3333333333333313,5.0,0.5,0.7499999999999967,0.2499999999999989,1.0,1.0
0,0,0.1500000000000003,0.0,0.0999999999999996,1,0.9612403100775194,1.0155038759689925,0.9919354838709676,1.015873015873016,1.3333333333333313,5.0,0.5,0.7499999999999967,0.2499999999999989,1,1.0403225806451613,1.0229007633587788,1.040650406504065,1.0078125,0.0,1.6666666666666723,1.0,5.0,5.0,1.0,1.0
0,1,0.2000000000000001,0.1499999999999994,0.0499999999999998,1,1.0403225806451613,1.0229007633587788,1.040650406504065,1.0078125,0.0,1.6666666666666723,1.0,5.0,5.0,1,0.9844961240310076,1.0,0.9921875,1.0,5.0,1.0,0.0,2.4999999999999867,0.0,1.0,1.0
0,1,0.0,0.25,0.0499999999999998,1,0.9844961240310076,1.0,0.9921875,1.0,5.0,1.0,0.0,2.4999999999999867,0.0,1,1.0,0.9925373134328358,0.9921259842519684,0.992248062015504,0.5000000000000044,1.0,5.0,4.999999999999929,0.9999999999999822,1.0,1.0
0,1,0.1000000000000005,0.25,0.0,1,1.0,0.9925373134328358,0.9921259842519684,0.992248062015504,0.5000000000000044,1.0,5.0,4.999999999999929,0.9999999999999822,0,1.0236220472440944,1.0,1.0031746031746032,1.0,1.9999999999999645,0.6000000000000014,1.6000000000000072,1.5000000000000089,0.8000000000000036,1.0,1.0
0,1,0.0500000000000007,0.25,0.0499999999999998,0,1.0236220472440944,1.0,1.0031746031746032,1.0,1.9999999999999645,0.6000000000000014,1.6000000000000072,1.5000000000000089,0.8000000000000036,1,0.9615384615384616,0.9849624060150376,0.9651898734177214,1.0234375,3.000000000000009,0.0,1.8750000000000029,0.0,0.5000000000000014,1.0,1.0
0,0,0.0999999999999996,0.1500000000000003,0.08,1,0.9615384615384616,0.9849624060150376,0.9651898734177214,1.0234375,3.000000000000009,0.0,1.8750000000000029,0.0,0.5000000000000014,0,1.016,0.9694656488549618,0.9836065573770492,0.9236641221374046,1.0,5.0,0.3333333333333313,0.0,0.1666666666666661,1.0,1.0
1,1,0.2999999999999998,0.0,0.1500000000000003,0,1.016,0.9694656488549618,0.9836065573770492,0.9236641221374046,1.0,5.0,0.3333333333333313,0.0,0.1666666666666661,1,0.952755905511811,1.0062992125984251,1.0083333333333333,1.0330578512396695,0.6666666666666676,5.0,0.0,0.6999999999999977,0.0,3.0,1.0
0,0,0.2999999999999998,0.0,0.0499999999999998,1,0.952755905511811,1.0062992125984251,1.0083333333333333,1.0330578512396695,0.6666666666666676,5.0,0.0,0.6999999999999977,0.0,0,1.0743801652892562,1.0172143974960877,1.0247933884297522,0.992,1.4999999999999978,0.0,5.0,0.0,0.0,1.0,1.0
0,1,0.2000000000000001,0.1399999999999996,0.0,0,1.0743801652892562,1.0172143974960877,1.0247933884297522,0.992,1.4999999999999978,0.0,5.0,0.0,0.0,1,0.953846153846154,0.9692307692307692,1.0,1.0080645161290325,0.1666666666666661,5.0,5.0,1.0,0.0,1.0,1.0
0,0,0.2999999999999998,0.0,0.0,1,0.953846153846154,0.9692307692307692,1.0,1.0080645161290325,0.1666666666666661,5.0,5.0,1.0,0.0,0,0.9838709677419354,1.007936507936508,0.9758064516129032,0.968,1.0,5.000000000000018,5.0,5.000000000000018,0.0,1.0,1.0
0,1,0.0499999999999998,0.0499999999999998,0.0,0,0.9838709677419354,1.007936507936508,0.9758064516129032,0.968,1.0,5.000000000000018,5.0,5.000000000000018,0.0,1,0.918032786885246,0.9133858267716536,0.9256198347107436,0.9421487603305786,2.0000000000000178,0.3999999999999986,5.0,0.9999999999999912,0.0,1.0,1.0
0,0,0.0499999999999998,0.25,0.0,1,0.918032786885246,0.9133858267716536,0.9256198347107436,0.9421487603305786,2.0000000000000178,0.3999999999999986,5.0,0.9999999999999912,0.0,0,1.0267857142857144,1.0,0.9642857142857144,0.9649122807017544,2.4999999999999867,0.5,5.0,0.1999999999999993,0.3999999999999986,1.0,1.0
0,1,0.1000000000000005,0.0999999999999996,0.0,0,1.0267857142857144,1.0,0.9642857142857144,0.9649122807017544,2.4999999999999867,0.5,5.0,0.1999999999999993,0.3999999999999986,1,0.9434782608695652,1.0086206896551724,0.9722222222222222,1.0636363636363635,1.6999999999999993,0.0,1.7500000000000044,0.0,0.4117647058823527,1.0,1.0
0,0,0.25,0.0499999999999998,0.0999999999999996,1,0.9434782608695652,1.0086206896551724,0.9722222222222222,1.0636363636363635,1.6999999999999993,0.0,1.7500000000000044,0.0,0.4117647058823527,1,0.976958525345622,0.9572649572649572,1.0095238095238095,0.9094017094017096,0.0470588235294128,5.0,0.0,13.999999999999645,0.0,1.0,1.0
0,1,0.4249999999999998,0.0,0.1749999999999998,1,0.976958525345622,0.9572649572649572,1.0095238095238095,0.9094017094017096,0.0470588235294128,5.0,0.0,13.999999999999645,0.0,0,1.0037735849056604,0.9553571428571428,0.9716981132075472,0.9680451127819548,8.499999999999801,0.1071428571428551,5.0,0.1764705882352904,0.0,2.0,1.0
0,1,0.0200000000000004,0.2799999999999993,0.0,0,1.0037735849056604,0.9553571428571428,0.9716981132075472,0.9680451127819548,8.499999999999801,0.1071428571428551,5.0,0.1764705882352904,0.0,1,0.9962406015037591,1.0186915887850467,1.0213592233009707,1.0388349514563104,0.2941176470588226,3.3333333333334223,5.0,2.0000000000000178,0.8000000000000036,2.0,1.0
